Rk,Name,Pos,Age,Team,Game,GS,3P%,FT%,STL,PER,TS%,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,VORP,EFF,GmSc,FG,3P,3PA,ORB,DRB,AST,BLK,PTS,last_year_salary
239,Amir Johnson,C,31,PHI,34,2,0.364,0.76,10,12.9,0.597,8,14.3,17.9,1.5,1.8,22.6,17.8,0.1,4.882352941,96.4,48,8,22,23,61,39,7,123,0
240,James Johnson,F,31,MIA,24,22,0.338,0.714,14,11.6,0.507,2.5,8.6,16.6,1.4,1.2,11.2,19.3,0,9.625,137.9,78,24,71,12,68,53,7,200,14651700
241,Stanley Johnson,F,22,DET,35,7,0.268,0.786,34,9.8,0.486,3.1,9.5,9.1,2.3,1,13.9,20.6,-0.1,9,175.8,111,40,149,22,105,43,9,295,3940402
242,Tyler Johnson,G,26,MIA,33,4,0.376,0.704,34,13.7,0.546,1.9,6.4,15,2,1.8,12.2,19.7,0.4,11.12121212,264.7,130,53,141,15,84,80,17,363,19245370
243,Wesley Johnson,F,31,NOP,24,13,0.396,0.833,10,7,0.532,3,7.8,5.3,1.3,1.6,12.4,10.8,0,5.291666667,62.1,33,19,48,10,44,16,7,90,6134520
244,Nikola Jokic,C,23,DEN,40,40,0.314,0.84,58,26.1,0.585,9.9,17.7,38.2,2.3,2.1,16.7,26.8,3.6,25.075,748.8,290,44,140,115,294,303,30,766,24605181
245,Damian Jones,C,23,GSW,24,22,,0.649,12,15.6,0.72,8.5,9.9,8.9,1.4,5.2,15.1,11.1,0.5,7.375,137,53,0,0,31,44,28,25,130,0
246,Derrick Jones,F,21,MIA,29,5,0.372,0.632,26,16.4,0.574,11,12.8,3.9,2.4,3.4,10.3,16.1,0.4,9.172413793,190.6,79,16,43,57,74,14,21,210,0
247,Jalen Jones,F,25,CLE,16,0,0.357,0.704,9,11.9,0.548,5.6,8.9,4.8,2.1,0.8,9.8,16.9,-0.1,5,55.9,26,10,28,11,23,7,2,81,0
248,Tyus Jones,G,22,MIN,41,6,0.286,0.818,53,12.5,0.461,1.5,4.4,25.8,3.1,0.2,9.6,13.2,0,8.902439024,245.9,85,20,70,12,57,161,2,217,2444053
249,DeAndre Jordan,C,30,DAL,42,42,,0.69,30,17.7,0.671,11.1,24.1,9.6,1.1,2.8,22.9,14.3,1.5,19.42857143,523.5,170,0,0,131,456,85,45,456,22897200
250,Cory Joseph,G,27,IND,42,0,0.376,0.636,50,11.6,0.518,1.7,7.7,19.7,2.3,0.8,14.9,13.8,0.6,11.38095238,291.9,126,35,93,16,133,160,9,301,7945000
251,Frank Kaminsky,F,25,CHO,23,0,0.35,0.667,5,16.3,0.595,7.3,11.7,14.2,0.9,1.7,14.3,20.5,0.1,5.826086957,99.2,46,14,40,18,39,25,5,128,3627842
252,Enes Kanter,C,26,NYK,41,23,0.35,0.817,18,22.4,0.593,15.3,21.6,12.7,0.8,1.3,13.2,22.3,0.9,17.97560976,538.1,241,7,20,166,283,81,17,592,18622514
253,Luke Kennard,G,22,DET,22,9,0.338,0.647,7,9.3,0.498,1,7.8,10.4,0.8,0.8,9.2,17.5,-0.2,7.772727273,98.3,61,25,74,4,57,29,4,158,3275280
254,Michael Kidd-Gilchrist,F,25,CHO,34,1,0.35,0.775,17,15.4,0.555,9.8,13.2,7.1,1.3,3.9,9.9,17.3,0.3,9.352941176,221.9,100,7,20,60,99,32,29,262,13000000
255,George King,F,25,PHO,1,0,,,0,2,0,0,0,0,0,0,0,0.003,,1,0.3,0,0,0,0,1,0,0,0,
256,Maxi Kleber,F,27,DAL,37,5,0.318,0.805,16,14.1,0.576,6.1,11.2,5.8,1.1,5.5,9.7,14,0.7,8.864864865,215.6,84,34,107,38,105,27,46,235,0
257,Brandon Knight,G,27,HOU,12,0,0.156,0.818,2,0.8,0.347,0.9,4.3,10.9,0.8,0,8.8,21.1,-0.3,2.583333333,7.5,11,5,32,1,8,9,0,36,
258,Kevin Knox,F,19,NYK,35,17,0.354,0.707,18,9.5,0.482,3.1,8.1,5.3,0.9,1,9.1,21.9,-0.9,10.48571429,222.4,149,57,161,29,115,32,11,425,
259,Furkan Korkmaz,G,21,PHI,35,6,0.323,0.839,25,11.8,0.526,2.6,8.6,11.5,2.2,0.3,8.8,18.2,0,7.4,164.5,81,40,124,13,75,44,2,228,1740000
260,Luke Kornet,F,23,NYK,20,7,0.426,0.846,6,16.3,0.59,4,9.3,13.1,1,3.4,9,17.1,0.2,7.45,102,40,29,68,11,38,24,11,120,1619260
261,Kyle Korver,F,37,TOT,37,0,0.414,0.833,11,11.9,0.607,0.7,5.9,8.2,0.8,1,11.2,18.5,0,7,184.7,100,67,162,4,65,35,8,297,7560000
262,Kosta Koufos,C,29,SAC,26,1,,0.385,12,12.5,0.478,11.3,19.3,9.6,1.6,2.7,15.2,14.8,0,8,100.5,48,0,0,39,91,26,11,101,8739500
263,Rodions Kurucs,F,20,BRK,27,15,0.347,0.907,14,13,0.593,4.8,9.7,5.1,1.3,1.3,13.2,18.7,0,8.185185185,164.3,89,25,72,24,73,18,9,242,
264,Kyle Kuzma,F,23,LAL,41,39,0.3,0.768,26,14.8,0.555,2.3,9,10.8,0.9,1,10.2,23.6,0.3,16.17073171,502.1,289,74,247,29,208,97,18,761,1689840
265,Skal Labissiere,F,22,SAC,11,0,0.3,0.545,2,6.4,0.518,2,10.5,5.1,0.9,1.7,15.9,15.8,-0.1,3.363636364,16.3,12,3,10,2,18,4,2,33,0
266,Jeremy Lamb,G,26,CHO,38,38,0.347,0.852,40,16.3,0.548,3.1,10.3,9.9,1.7,0.7,5.9,21.8,0.3,14.81578947,433.7,213,50,144,32,180,72,9,580,7488372
267,Zach LaVine,G,23,CHI,36,35,0.361,0.868,32,18.1,0.57,1.4,7,22.7,1.3,1.1,14.9,31.7,0.4,16.44444444,542.8,301,65,180,16,141,152,16,851,19500000
268,Jake Layman,F,24,POR,32,22,0.338,0.667,16,12.9,0.586,5.4,8.9,4.4,1.6,1.3,10.2,14.7,0.2,6.125,138.3,69,23,68,24,58,15,8,175,0
269,T.J. Leaf,F,21,IND,22,0,0.2,0.545,2,12.3,0.526,8.8,13.2,7.5,0.6,1.1,10.2,17.7,-0.1,3.5,48.2,28,3,15,13,27,9,2,65,2407560
270,Courtney Lee,G,33,NYK,10,2,0.333,0.667,8,14.2,0.527,4,8.4,13.9,2.6,1.1,7.4,15.4,0,6.9,47.5,20,5,15,6,18,14,2,53,12253780
271,Damion Lee,G,26,GSW,16,0,0.419,0.846,8,10.8,0.612,1.7,8.1,2,2,0,11.2,15.8,-0.1,4.5,51.8,27,13,31,3,26,3,0,78,0
272,Alex Len,C,25,ATL,38,20,0.29,0.648,12,14.4,0.54,10.8,14.7,7.2,0.7,4.3,14.2,22.1,-0.2,10.63157895,269,147,20,69,80,131,35,38,384,4350000
273,Kawhi Leonard,F,27,TOR,34,34,0.369,0.845,63,26.9,0.61,4.1,12.4,15,2.6,1.2,8.4,30.2,2.2,22.58823529,743,322,59,160,44,226,106,17,921,23114067
274,Meyers Leonard,C,26,POR,40,0,0.417,0.853,11,15.6,0.632,6.7,15.2,12.2,0.9,1.3,14.8,15.7,0.5,7.9,197.8,83,30,72,35,130,49,9,225,10595506
275,Jon Leuer,F,29,DET,26,1,0,0.8,10,14.6,0.641,7,13.7,5.4,1.7,0.9,15.6,15.8,0,4.961538462,94.4,49,0,9,20,54,10,3,118,10002681
276,Caris LeVert,F,24,BRK,14,14,0.311,0.721,17,18.5,0.557,3.6,7.8,21.4,2,0.9,11.5,26.9,0.3,15.71428571,183.1,97,19,61,14,46,52,5,257,1702800
277,Damian Lillard,G,28,POR,43,43,0.384,0.898,44,23.4,0.589,2.4,6.8,28.4,1.4,1.2,11.3,29.9,2.7,20.81395349,836.6,364,126,328,34,161,263,23,1109,27977689
278,Jeremy Lin,G,30,ATL,38,1,0.361,0.836,31,17.2,0.617,1.5,6.6,28,1.9,0.6,18,22.7,0.1,9.473684211,323.2,137,35,97,11,81,134,5,416,13766421
279,Shaun Livingston,G,33,GSW,31,0,0,0.758,18,12,0.498,5.3,7.3,17,1.8,2.8,13.4,13.8,0,6.387096774,136.7,55,0,2,23,42,65,16,135,8307692
280,Zach Lofton,G,26,DET,1,0,0,,1,-9.9,0,0,0,0,12.1,0,50,21.2,0,0,-0.7,0,0,1,0,0,0,0,0,
281,Kevon Looney,C,22,GSW,42,19,0.143,0.607,18,16.9,0.647,13.8,14.6,11.8,1,3.2,11.5,11.9,1.2,10.92857143,318.3,122,1,7,107,128,78,33,279,0
282,Brook Lopez,C,30,MIL,41,41,0.376,0.81,21,13.8,0.588,1.6,7.3,5.1,0.9,6.2,8.8,17.3,1.2,13.29268293,374.4,175,105,279,17,144,43,81,502,3382000
283,Robin Lopez,C,30,CHI,35,0,0.286,0.7,6,9.8,0.544,7.1,8.2,9,0.5,4.4,21.6,18,-0.4,5.542857143,125.4,86,4,14,37,49,33,29,197,14357750
284,Kevin Love,F,30,CLE,4,4,0.292,0.818,1,15.7,0.478,7.9,22.3,15.9,0.4,0.6,11.2,29.1,-0.1,22,52.6,21,7,24,10,44,14,1,76,24119025
285,Kyle Lowry,G,32,TOR,33,33,0.326,0.837,49,18.2,0.568,1.4,6.8,38.9,2.1,1.2,17.9,19.4,1.4,20.06060606,474.2,159,70,215,14,127,316,16,465,31200000
286,Jordan Loyd,G,25,TOR,3,0,1,1,0,31.9,1.261,6.5,15.8,8.4,0,0,17.4,14.6,0,3.333333333,11.9,3,2,2,1,4,1,0,12,
287,Timothe Luwawu-Cabarrot,F,23,OKC,18,1,0.238,0.667,4,4.3,0.401,3.4,7.4,4.3,1.6,0.7,10.3,16.6,-0.2,2.166666667,14.3,13,5,21,4,13,4,1,35,1544951
288,Tyler Lydon,F,22,DEN,13,0,0.8,0.5,2,21.2,0.962,9.6,10.8,6.3,2.2,0,9.2,10.3,0.1,1.769230769,19.8,7,4,5,4,5,2,0,19,
289,Trey Lyles,F,23,DEN,40,1,0.25,0.713,21,12.3,0.498,4.2,12.1,10.1,1.4,2.2,12.2,23.4,-0.3,9.55,237.3,136,33,132,30,141,53,19,367,3364249
290,Shelvin Mack,G,28,MEM,39,2,0.376,0.714,35,11.3,0.511,1.6,4.8,21,2,0.3,12.6,17.4,-0.2,8.717948718,237.7,112,35,93,13,63,122,3,304,1512601
291,Daryl Macon,G,23,DAL,1,0,,,0,0,0,0,0,0,0,0,0,0.007,,0,0,0,0,0,0,0,0,0,0,
292,J.P. Macura,G,23,CHO,1,0,0,,0,0.6,0.25,0,7.7,20.3,0,0,0,24.5,0,6,1.2,2,0,4,0,2,2,0,4,
293,Ian Mahinmi,C,32,WAS,24,6,0.091,0.667,19,14.4,0.57,11.7,14.5,7.1,2.6,3.4,14,13,0.2,6.833333333,109.9,33,1,11,38,55,19,14,105,15944154
294,Thon Maker,C,21,MIL,32,0,0.333,0.541,9,13.5,0.554,4.8,11.9,5.2,1.1,4,5.8,16.9,0.1,6.4375,123.2,58,26,78,17,72,15,18,162,2799720
295,Boban Marjanovic,C,30,LAC,30,9,0,0.782,8,25.1,0.662,15.2,21.1,9.4,1.2,4,17.4,25,0.3,7.066666667,181,73,0,2,44,84,19,17,207,0
296,Lauri Markkanen,F,21,CHI,19,18,0.379,0.818,19,14.8,0.541,3.7,12.6,5.8,1.6,2.1,10.5,24.5,-0.2,16.63157895,207.5,117,44,116,20,116,20,14,314,4536120
297,Jarell Martin,F,24,ORL,26,1,0.182,0.875,2,7.3,0.456,3.7,11.7,8,0.5,2.5,11.3,15.7,-0.2,3.115384615,35.7,23,4,22,7,36,11,6,57,2416222
298,Frank Mason,G,24,SAC,29,0,0.2,0.674,15,12.4,0.483,1.1,5.1,27.6,1.9,0.9,15.1,20.2,-0.2,5.75862069,117,53,9,45,4,32,77,4,146,0
299,Wesley Matthews,G,32,DAL,36,36,0.386,0.806,30,11.9,0.563,1.8,4.2,12,1.3,0.5,10,18.8,0.4,11.16666667,314.6,162,81,210,18,67,85,7,484,18622514
300,Luc Mbah a Moute,F,32,LAC,4,0,0.333,0.4,1,7,0.495,3.6,6.1,4.5,0.8,1.2,9,15.4,0,4.75,10.2,8,2,6,2,5,2,1,20,4320500
301,Patrick McCaw,G,23,CLE,3,0,0.25,,2,-0.7,0.278,0,3.2,4.9,1.9,0,25,10,-0.1,2.333333333,0.4,2,1,4,0,3,2,0,5,3000000
302,CJ McCollum,G,27,POR,42,42,0.337,0.828,34,16.6,0.546,2.7,5.7,12.7,1.1,0.9,7.4,26,0.6,16.33333333,563,350,84,249,36,120,111,16,885,25759766
303,T.J. McConnell,G,26,PHI,37,0,0.348,0.792,44,13.4,0.596,2.1,5.4,24.4,2.7,0.9,19.9,13.9,0.1,8.972972973,246.5,109,8,23,15,64,134,9,245,1600520
304,Doug McDermott,F,27,IND,42,0,0.417,0.857,11,11.2,0.632,1.1,4.1,6.3,0.7,0.6,8.4,14.8,0.1,5.595238095,193,102,50,120,7,47,34,5,290,7333333
305,JaVale McGee,C,31,LAL,36,36,0.167,0.662,26,20.6,0.612,11.5,15.2,5.4,1.5,7.9,14.6,19.5,1,14.25,381.4,182,1,6,91,156,30,84,408,0
306,Rodney McGruder,G,27,MIA,39,39,0.389,0.755,26,10.2,0.531,3.6,7.5,11.8,1.1,0.5,12,15.9,0.2,11.20512821,270.5,145,61,157,39,120,89,7,388,0
307,Alfonzo McKinnie,F,26,GSW,33,0,0.367,0.56,6,11.3,0.545,10.5,14.4,4.2,0.6,1.1,9.3,15.6,-0.2,6.818181818,124.7,67,22,60,44,81,15,6,170,1349383
308,Ben McLemore,G,25,SAC,17,0,0.405,0.667,6,10.2,0.533,1.4,5.4,3.7,1.9,1.2,6.2,18.8,-0.1,3.529411765,36.6,22,15,37,2,13,4,2,65,5460000
309,Jordan McRae,G,27,WAS,8,0,0,,1,1.2,0.182,3.1,7.9,7.2,1.4,2.4,0,13.4,-0.1,1.375,2.1,2,0,3,1,4,2,1,4,
310,Salah Mejri,C,32,DAL,13,0,0,0.833,2,16.4,0.629,10.7,18.2,11.2,1.2,1,10.9,14.2,0.1,3.615384615,29.9,13,0,2,8,20,6,1,31,0
311,De'Anthony Melton,G,20,PHO,26,18,0.338,0.813,41,10.2,0.476,2.3,7.3,21.2,3.6,1.9,21,17.1,0,9.423076923,131.6,63,22,65,11,59,82,12,161,
312,Chimezie Metu,F,21,SAS,19,0,0,0.8,5,12.3,0.453,8.5,13.6,14.6,2.3,1.6,17.1,24.6,-0.1,2.631578947,31.7,16,0,2,8,18,11,2,44,
313,Khris Middleton,F,27,MIL,39,39,0.383,0.85,48,16.4,0.569,1.5,9.3,18.9,1.8,0.2,12.2,24,1,17.64102564,507.2,241,101,264,17,202,161,3,696,13000000
314,C.J. Miles,F,31,TOR,33,1,0.273,0.788,10,5.2,0.432,1.9,6.4,5.3,1,1.2,9.1,18.2,-0.4,4.666666667,68.4,50,30,110,8,48,19,7,156,0
315,Darius Miller,F,28,NOP,37,6,0.387,0.821,24,8.4,0.583,0.9,3.5,8.9,1.3,1,11.7,12.3,0.2,7.459459459,175.7,88,65,168,7,50,62,10,264,2205000
316,Patty Mills,G,30,SAS,43,0,0.403,0.851,29,13,0.588,1.2,5.6,15.8,1.4,0.7,12.3,16.8,0.6,9.88372093,315.5,136,75,186,11,94,120,8,404,11571429
317,Paul Millsap,F,33,DEN,32,28,0.353,0.714,42,19.4,0.565,8.7,14.1,11.1,2.5,3.3,10.9,21.2,1,15.0625,365.3,151,24,68,67,149,63,31,416,29230769
318,Shake Milton,G,22,PHI,11,0,0.412,0.8,3,16.2,0.541,7.8,9.4,17,1.7,2.8,5.5,18,0.1,4.454545455,32.4,13,7,17,6,9,10,3,37,
319,Nikola Mirotic,F,27,NOP,26,22,0.356,0.824,19,18.3,0.59,5.8,16.2,5,1.2,1.7,7.7,22.2,0.3,18.80769231,345.5,157,67,188,41,194,27,16,451,0
320,Donovan Mitchell,G,22,UTA,39,39,0.326,0.792,63,14.9,0.514,2,6,19,2.4,0.8,11.7,30.5,0.5,16.46153846,491.5,306,85,261,23,117,141,13,819,3111480
321,Naz Mitrou-Long,G,25,UTA,4,0,0.333,,0,-2.8,0.625,0,0,9,0,0,42.9,18.9,0,0.25,-0.5,2,1,3,0,0,1,0,5,0
322,Malik Monk,G,20,CHO,38,0,0.337,0.915,22,13.6,0.531,1.2,4.8,15,1.5,1.2,11,25.4,-0.2,8.5,246.4,138,64,190,8,57,71,10,405,3447480
323,Greg Monroe,C,28,TOR,27,2,0,0.641,9,15.5,0.492,16.7,20.7,5.2,1.4,1.6,12.6,22.6,-0.2,6.62962963,107.2,56,0,4,46,71,11,6,137,0
324,E'Twaun Moore,F,29,NOP,37,28,0.425,0.739,29,11.9,0.566,2.9,4.3,9.9,1.2,0.5,9,17.4,0.1,11.21621622,322.9,198,54,127,29,60,80,7,484,8808685
325,Eric Moreland,F,27,PHO,1,0,,,0,4.1,0,0,0,0,0,0,0,0.077,,3,0.5,0,0,0,0,3,0,0,0,1042584
326,Jaylen Morris,G,23,MIL,4,0,0.333,0.5,2,12.4,0.46,0,8.9,18.2,3.2,0,8.4,17.3,0,3.75,9.1,4,1,3,0,5,4,0,10,0
327,Marcus Morris,F,29,BOS,37,20,0.45,0.882,22,17.7,0.644,3.2,11.7,8,1.1,1,9.9,21.3,0.8,14.75675676,423.9,203,86,191,30,190,53,11,574,5375000
328,Markieff Morris,F,29,WAS,34,15,0.333,0.781,25,12.5,0.543,5,10.8,9.8,1.3,1.9,11.5,19.7,0,12.44117647,268,143,48,144,41,133,60,20,391,8600000
329,Monte Morris,G,23,DEN,40,1,0.439,0.805,39,15.9,0.549,2,5.8,23.3,2,0.2,7.1,17.2,0.5,12.075,360.7,160,47,107,18,86,159,2,400,1349383
330,Johnathan Motley,F,23,LAC,4,0,0,0.8,0,33.9,0.588,30.2,19.3,0,0,0,8.9,43.2,0,1.75,8.6,4,0,2,3,1,0,0,12,0
331,Emmanuel Mudiay,G,22,NYK,35,28,0.319,0.739,29,15.8,0.526,2.3,5.8,25.2,1.5,1.2,12.5,24.6,0.1,12.8,350.8,191,38,119,21,82,142,13,502,4294480
332,Jamal Murray,G,21,DEN,40,39,0.335,0.825,33,14.7,0.518,3.2,7.2,21.9,1.2,1.1,12.4,25.4,0.4,17.05,503,283,69,206,40,143,198,17,739,3499800
333,Dzanan Musa,G,19,BRK,7,0,0,0,2,5.6,0.403,4.1,6.2,6.6,3.8,0,16.8,29.5,-0.1,1.285714286,4.4,6,0,6,1,2,1,0,12,
334,Mike Muscala,F,27,PHI,36,4,0.342,0.817,13,10.4,0.563,5.3,10.3,8.9,0.8,2,13.2,14.6,0.3,9.583333333,205.2,85,55,161,39,117,53,20,274,5000000
335,Sviatoslav Mykhailiuk,F,21,LAL,29,0,0.327,0.533,10,5.4,0.459,1.8,3.2,10.3,1.6,0,16.4,15.9,-0.3,2.75862069,43.2,29,18,55,5,13,23,0,84,
336,Abdel Nader,F,25,OKC,23,1,0.409,1,5,10.9,0.588,2.3,9.3,3.2,1.3,0.5,12.4,16.6,-0.1,3.173913043,46.3,31,9,22,4,28,4,1,75,0
337,Larry Nance,C,26,CLE,39,17,0.333,0.723,58,19,0.588,9.2,16.4,18.7,2.9,2.2,14.8,15.2,1.5,15.33333333,398.7,136,13,39,85,207,124,26,345,0
338,Shabazz Napier,G,27,BRK,33,1,0.37,0.833,23,15.5,0.55,1.9,5.7,19.2,2,1.3,12.1,23.5,0.1,7.818181818,209.5,95,40,108,10,49,69,9,295,1942422
339,Raul Neto,G,26,UTA,19,1,0.333,0.929,8,14,0.617,1,7,25.3,1.7,0,19.1,17.9,0,5.368421053,76.7,36,9,27,2,27,38,0,94,2150000
340,Georges Niang,F,25,UTA,29,0,0.4,0.889,6,13.2,0.585,2.2,8.9,11.5,1.5,0.8,8.3,18.3,0.1,3.413793103,62.6,31,20,50,4,28,15,2,90,1512601
341,Joakim Noah,C,33,MEM,16,0,,0.565,5,10.4,0.484,8.5,16.7,14.4,1.4,4.6,23.5,21.1,-0.1,5.625,44.3,25,0,0,14,40,17,9,63,1093858
342,Nerlens Noel,C,24,OKC,39,1,,0.729,39,21.6,0.623,12.9,17.2,5.4,3.4,8.7,12.7,13.8,1,9.025641026,244.8,81,0,0,68,110,21,56,197,1757429
343,Dirk Nowitzki,F,40,DAL,12,0,0.226,1,1,3.9,0.401,0,9.2,4.8,0.4,2.7,6.9,19.9,-0.2,4,15.8,15,7,31,0,21,4,4,43,5000000
344,Frank Ntilikina,G,20,NYK,35,14,0.3,0.808,23,6.1,0.439,1.1,4.7,16.9,1.5,1.3,16.4,16.4,-0.6,7.2,114.1,80,30,100,8,59,88,11,211,4155720
345,James Nunnally,F,28,MIN,13,0,0.385,1,1,12.2,0.593,0,3.3,11,0.8,0,4.2,15.7,0,1.769230769,19,9,5,13,0,4,5,0,27,
346,Jusuf Nurkic,C,24,POR,43,43,0.125,0.742,48,23.8,0.571,13.7,20.2,17,2,4.1,14.6,24.6,2.2,19.37209302,614.5,247,3,24,147,301,126,59,655,11111111
347,David Nwaba,G,26,CLE,21,6,0.257,0.64,13,12,0.517,3.1,9.4,6.4,1.9,1.7,6.9,16.6,-0.1,6.428571429,92.1,42,9,35,10,48,15,7,125,0
348,Royce O'Neale,F,25,UTA,43,4,0.391,0.727,24,8.6,0.562,2.1,9.9,9.9,1.7,0.9,18.1,12.4,0.2,6.209302326,141.7,70,27,69,13,112,49,8,183,1378242
349,Kyle O'Quinn,C,28,IND,21,0,0.111,0.9,3,17.6,0.525,11,18.6,23.8,0.8,6.6,17.2,21.5,0.2,5.857142857,69.9,33,1,9,17,42,29,13,76,4449000
350,Semi Ojeleye,F,24,BOS,31,2,0.288,0.647,6,8.6,0.521,4.3,8.2,4.3,0.8,0.5,9.1,15,-0.2,3.903225806,72.6,43,17,59,14,39,11,2,114,0
351,Jahlil Okafor,C,23,NOP,23,3,,0.786,4,17.6,0.581,13.7,14.9,4.7,0.9,2.7,9.4,20.4,-0.1,4.913043478,87,45,0,0,27,33,7,7,112,1567707
352,Elie Okobo,G,21,PHO,25,4,0.313,0.882,18,7.1,0.478,1.4,5.7,17.7,1.9,0.5,18.2,19.1,-0.5,6.8,86,62,20,64,6,41,57,3,159,
353,Josh Okogie,G,20,MIN,34,12,0.27,0.708,29,8.7,0.474,3.1,7.6,7.3,2,1.8,11,16.3,-0.1,7.5,151.8,78,24,89,21,80,38,15,231,
354,Victor Oladipo,G,26,IND,31,31,0.347,0.729,52,18.9,0.535,1.7,10,24.6,2.5,1,11.3,28.1,1.2,20.16129032,463.8,227,67,193,15,166,160,11,615,21000000
355,Kelly Olynyk,F,27,MIA,39,5,0.335,0.794,26,15.5,0.602,4.9,11,13.6,1.6,1.5,14.5,18.9,0.8,10.30769231,290.1,115,57,170,38,131,73,14,368,12537527
356,Cedi Osman,F,23,CLE,41,40,0.305,0.813,25,9.3,0.506,1.8,8.4,10.4,1,0.5,12.4,18.4,-0.7,11.73170732,291.5,172,58,190,22,173,91,7,480,2775000
357,Kelly Oubre,F,23,TOT,41,7,0.318,0.802,37,13.1,0.546,2.8,8.6,4.6,1.7,2.5,9.2,21.2,-0.4,11.17073171,339.7,184,57,179,27,137,33,31,518,0
358,Zaza Pachulia,C,34,DET,32,0,0,0.77,22,16.8,0.524,14,18.3,16,2.6,1.6,15.1,16,0.5,7.40625,153.5,42,0,3,57,85,47,8,141,0
359,Jabari Parker,F,23,CHI,30,17,0.29,0.724,18,12.5,0.515,4.3,12.6,12.9,1,1,15.1,25.6,-0.5,14.23333333,274,178,27,93,35,169,67,10,446,20000000
